id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso_25022,justificacion_tecnica
3029,9/23/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1031,9/24/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1188,9/24/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 28s,Medico,Cuenca,Eficiencia,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
1292,9/24/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
1351,9/24/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1669,9/24/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1877,9/24/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Manta,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2377,9/24/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2718,9/24/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3453,9/24/2025,Telemedicina,Videollamada se corta a los 2 minutos,Medico,Quito,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
3805,9/24/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
1614,9/25/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Guayaquil,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1656,9/25/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1750,9/25/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1920,9/25/2025,HCE,Tiempo de carga de la ficha clinica supera los 14s en horas pico,Medico,Quito,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2580,9/25/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3233,9/25/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
1195,9/26/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Cuenca,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
1221,9/26/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Manta,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1517,9/26/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1693,9/26/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3702,9/26/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3734,9/26/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,Satisfacción,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
1091,9/27/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1931,9/27/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2072,9/27/2025,HCE,Nota de evolucion tarda 31s en guardarse,Medico,Ambato,Eficiencia,"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
2518,9/27/2025,Telemedicina,Videollamada se corta a los 4 minutos,Paciente,Quito,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2993,9/27/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3249,9/27/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3336,9/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3357,9/27/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
3552,9/27/2025,HCE,Tiempo de carga de la ficha clinica supera los 18s en horas pico,Enfermeria,Guayaquil,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
3834,9/27/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3954,9/27/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1063,9/28/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1117,9/28/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Quito,Efectividad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
1315,9/28/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
1403,9/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Manta,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2308,9/28/2025,HCE,Tiempo de carga de la ficha clinica supera los 29s en horas pico,Enfermeria,Guayaquil,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2375,9/28/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Cobertura de Contexto,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
3015,9/28/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3398,9/28/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3728,9/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
1028,9/29/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
1452,9/29/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2016,9/29/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2075,9/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2401,9/29/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2451,9/29/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2477,9/29/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3063,9/29/2025,Laboratorio,Retraso de 30s en la disponibilidad de resultados criticos,Enfermeria,Ambato,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3559,9/29/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Quito,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
3743,9/29/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Quito,Libertad de Riesgo,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3882,9/29/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1177,9/30/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1363,9/30/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1436,9/30/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
1623,9/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1836,9/30/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Quito,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2380,9/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2662,9/30/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3920,9/30/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
1189,10/1/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1370,10/1/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Ambato,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1602,10/1/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Enfermeria,Guayaquil,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1752,10/1/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Guayaquil,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2148,10/1/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2171,10/1/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2231,10/1/2025,Facturacion,Retraso de 14s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2307,10/1/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2673,10/1/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Manta,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2722,10/1/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
2744,10/1/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2856,10/1/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Cuenca,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2966,10/1/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,Libertad de Riesgo,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3230,10/1/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3352,10/1/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3462,10/1/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Guayaquil,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
3536,10/1/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,Cobertura de Contexto,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
1915,10/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Cuenca,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2092,10/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3049,10/2/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3508,10/2/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3664,10/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1001,10/3/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil,Satisfacción,"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
1178,10/3/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
1539,10/3/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
2137,10/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2392,10/3/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
3078,10/3/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
3209,10/3/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3633,10/3/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3797,10/3/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
3862,10/3/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1116,10/4/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1142,10/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
1476,10/4/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
1622,10/4/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1665,10/4/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2248,10/4/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Quito,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2419,10/4/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Cuenca,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
3257,10/4/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,Satisfacción,"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3305,10/4/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3326,10/4/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Ambato,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3530,10/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Manta,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
3576,10/4/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Guayaquil,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
3840,10/4/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1252,10/5/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Cuenca,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
1991,10/5/2025,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Enfermeria,Guayaquil,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2026,10/5/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Manta,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2145,10/5/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2286,10/5/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Guayaquil,Libertad de Riesgo,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
2657,10/5/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Manta,Satisfacción,"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
2697,10/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil,Libertad de Riesgo,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3283,10/5/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2165,10/6/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2908,10/6/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2969,10/6/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2989,10/6/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3507,10/6/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Satisfacción,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
1600,10/7/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2120,10/7/2025,Facturacion,Retraso de 30s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2716,10/7/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2717,10/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2911,10/7/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3159,10/7/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2082,10/8/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Cobertura de Contexto,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
2351,10/8/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Satisfacción,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2431,10/8/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
