id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
3689,2025-05-14,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3690,2025-05-15,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3691,2025-05-16,Imagenologia,Tiempo de carga de estudios de imagen supera los 25s,Radiologo,Quito,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3692,2025-05-17,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,Efectividad,Integración de Datos,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3693,2025-05-18,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3694,2025-05-19,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3695,2025-05-20,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Manta,Satisfacción,Usabilidad,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
3696,2025-05-21,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3697,2025-05-22,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Radiologo,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3698,2025-05-23,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3699,2025-05-24,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3700,2025-05-25,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3701,2025-05-26,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3702,2025-05-27,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3703,2025-05-28,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Cuenca,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3704,2025-05-29,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3705,2025-05-30,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,Efectividad,Funcionalidad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
3706,2025-05-31,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3707,2025-06-01,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Tecnico Laboratorio,Guayaquil,Efectividad,Integración de Datos,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3708,2025-06-02,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3709,2025-06-03,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3710,2025-06-04,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Manta,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
3711,2025-06-05,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 30s,Paciente,Quito,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3712,2025-06-06,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 10s,Paciente,Guayaquil,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3713,2025-06-07,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3714,2025-06-08,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3715,2025-06-09,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3716,2025-06-10,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3717,2025-06-11,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3718,2025-06-12,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,Cobertura de Contexto,Portabilidad,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
3719,2025-06-13,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3720,2025-06-14,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3721,2025-06-15,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
3722,2025-06-16,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Guayaquil,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3723,2025-06-17,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Cuenca,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3724,2025-06-18,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3725,2025-06-19,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3726,2025-06-20,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Paciente,Quito,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3727,2025-06-21,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3728,2025-06-22,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3729,2025-06-23,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3730,2025-06-24,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3731,2025-06-25,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3732,2025-06-26,HCE,Tiempo de carga de la ficha clinica supera los 20s en horas pico,Medico,Guayaquil,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
3733,2025-06-27,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3734,2025-06-28,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Ambato,Satisfacción,Usabilidad,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
3735,2025-06-29,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
3736,2025-06-30,Laboratorio,Retraso de 16s en la disponibilidad de resultados criticos,Tecnico Laboratorio,Quito,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3737,2025-07-01,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3738,2025-07-02,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3739,2025-07-03,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3740,2025-07-04,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3741,2025-07-05,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
3742,2025-07-06,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3743,2025-07-07,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3744,2025-07-08,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Tecnico Laboratorio,Ambato,Efectividad,Integración de Datos,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3745,2025-07-09,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3746,2025-07-10,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3747,2025-07-11,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3748,2025-07-12,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3749,2025-07-13,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3750,2025-07-14,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3751,2025-07-15,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3752,2025-07-16,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3753,2025-07-17,Portal Citas,Tiempo de espera en el portal supera los 13s en horas pico,Paciente,Cuenca,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3754,2025-07-18,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3755,2025-07-19,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3756,2025-07-20,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3757,2025-07-21,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3758,2025-07-22,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3759,2025-07-23,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Ambato,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3760,2025-07-24,HCE,Nota de evolucion tarda 18s en guardarse,Medico,Manta,Eficiencia,RNF-01 (Latencia HCE),"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
3761,2025-07-25,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3762,2025-07-26,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
3763,2025-07-27,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3764,2025-07-28,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Radiologo,Ambato,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3765,2025-07-29,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3766,2025-07-30,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 21s,Farmacia,Quito,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3767,2025-07-31,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
3768,2025-08-01,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3769,2025-08-02,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Ambato,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
3770,2025-08-03,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Tecnico Laboratorio,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3771,2025-08-04,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3772,2025-08-05,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Cobertura de Contexto,Portabilidad,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
3773,2025-08-06,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Cuenca,Efectividad,Funcionalidad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
3774,2025-08-07,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3775,2025-08-08,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3776,2025-08-09,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3777,2025-08-10,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3778,2025-08-11,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
3779,2025-08-12,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3780,2025-08-13,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
3781,2025-08-14,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3782,2025-08-15,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Radiologo,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
3783,2025-08-16,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Cuenca,Cobertura de Contexto,RNF-05 (Disponibilidad de llamada),"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
3784,2025-08-17,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3785,2025-08-18,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta,Efectividad,Funcionalidad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
3786,2025-08-19,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3787,2025-08-20,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3788,2025-08-21,Portal Citas,Tiempo de espera en el portal supera los 27s en horas pico,Paciente,Cuenca,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3789,2025-08-22,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Ambato,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3790,2025-08-23,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Manta,Cobertura de Contexto,Portabilidad,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
3791,2025-08-24,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3792,2025-08-25,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3793,2025-08-26,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Cuenca,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3794,2025-08-27,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Ambato,Efectividad,Integración Funcional,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3795,2025-08-28,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3796,2025-08-29,Facturacion,Factura duplicada al reintentar pago,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3797,2025-08-30,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
3798,2025-08-31,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3799,2025-09-01,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato,Libertad de Riesgo,Seguridad Clínica,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
3800,2025-09-02,Portal Citas,Tiempo de espera en el portal supera los 23s en horas pico,Paciente,Manta,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3801,2025-09-03,Facturacion,Factura duplicada al reintentar pago,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3802,2025-09-04,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Radiologo,Guayaquil,Satisfacción,Usabilidad,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
3803,2025-09-05,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Cuenca,Efectividad,Funcionalidad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
3804,2025-09-06,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3805,2025-09-07,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Manta,Libertad de Riesgo,Seguridad Clínica,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
3806,2025-09-08,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
